PRELIMINARY*********************************************************************
Optical depth (tau) as measured with MSL Mastcam by Mark Lemmon, MLemmon@SpaceScience.org
Cite Lemmon et al. [2019]
Generated: Tue Sep 21 16:29:08 2021
(Values of -1 indicate absence of validated data)
Lines of data in this table:         1459
PRELIMINARY*********************************************************************
                    Product_ID,      Sol,   L_s,   tau, sigma, tau_noon
2254ML0120560010804730C00_DXXX,2254.6018, 303.1, 0.741, 0.037, 0.754
2255ML0120650010804736C00_DXXX,2255.2905, 303.5, 0.845, 0.035, 0.822
2255ML0120720010804776C00_DXXX,2255.6201, 303.7, 0.717, 0.036, 0.732
2255ML0120740010804784C00_DXXX,2255.7380, 303.8, 0.736, 0.035, 0.760
2255ML0120740030804785C00_DXXX,2255.7393, 303.8, 0.735, 0.035, 0.758
2255ML0120740050804786C00_DXXX,2255.7405, 303.8, 0.736, 0.035, 0.760
2255ML0120740070804787C00_DXXX,2255.7415, 303.8, 0.734, 0.035, 0.757
2255ML0120740090804788C00_DXXX,2255.7427, 303.8, 0.736, 0.035, 0.759
2255ML0120740110804789C00_DXXX,2255.7437, 303.8, 0.734, 0.035, 0.757
2255ML0120740130804790C00_DXXX,2255.7449, 303.8, 0.729, 0.035, 0.753
2262ML0120920010804933C00_DXXX,2262.3176, 307.8, 1.009, 0.035, 0.987
2264ML0121110010804991C00_DXXX,2264.6025, 309.1, 0.754, 0.036, 0.767
2265ML0121170010805119C00_DXXX,2265.6145, 309.7, 0.701, 0.036, 0.716
2276ML0121200010805126C00_DXXX,2276.5981, 316.3, 0.721, 0.036, 0.734
2279ML0121280010805132C00_DXXX,2279.3145, 317.9, 1.012, 0.035, 0.989
2280ML0121340010705204C00_DXXX,2280.4319, 318.5, 0.872, 0.037, 0.863
2280ML0121360010705207C00_DXXX,2280.6077, 318.6, 0.805, 0.036, 0.819
2283ML0121430010705217C00_DXXX,2283.2830, 320.2, 0.911, 0.035, 0.887
2283ML0121480010705223C00_DXXX,2283.4282, 320.3, 0.890, 0.036, 0.881
2287ML0121630010705264C00_DXXX,2287.5764, 322.7, 1.193, 0.037, 1.202
2288ML0121860010705271C00_DXXX,2288.4177, 323.2, 1.107, 0.036, 1.097
2290ML0122020010705308C00_DXXX,2290.3201, 324.3, 1.290, 0.036, 1.268
2291ML0122060010705314C00_DXXX,2291.4299, 324.9, 1.221, 0.037, 1.213
2292ML0122150010705325C00_DXXX,2292.5852, 325.6, 1.422, 0.036, 1.433
2293ML0122220010705338C00_DXXX,2293.6423, 326.2, 1.840, 0.091, 1.858
2294ML0122260010705346C00_DXXX,2294.5979, 326.7, 1.418, 0.036, 1.431
2295ML0122270010705351C00_DXXX,2295.4050, 327.2, 1.593, 0.036, 1.581
2296ML0122400010705378C00_DXXX,2296.5688, 327.8, 1.474, 0.036, 1.483
2297ML0122480010705410C00_DXXX,2297.6304, 328.4, 1.435, 0.036, 1.451
2298ML0122510010705417C00_DXXX,2298.2817, 328.8, 1.641, 0.035, 1.617
2298ML0122510020705418C00_DXXX,2298.2820, 328.8, 1.637, 0.035, 1.614
2298ML0122580010705422C00_DXXX,2298.6248, 329.0, 1.396, 0.036, 1.412
2299ML0122700010705491C00_DXXX,2299.6033, 329.6, 1.351, 0.036, 1.364
2300ML0122790010705565C00_DXXX,2300.5894, 330.1, 1.352, 0.036, 1.363
2301ML0122840010705583C00_DXXX,2301.4128, 330.6, 1.395, 0.036, 1.384
2302ML0123000010705825C00_DXXX,2302.6624, 331.3, 1.350, 0.036, 1.370
2303ML0123020010705831C00_DXXX,2303.2815, 331.6, 1.558, 0.035, 1.535
2304ML0123140010705877C00_DXXX,2304.5913, 332.4, 1.266, 0.037, 1.277
2305ML0123160010705883C00_DXXX,2305.6531, 333.0, 1.285, 0.036, 1.304
2307ML0123250010605973C00_DXXX,2307.4060, 334.0, 1.375, 0.036, 1.363
2310ML0123370010606023C00_DXXX,2310.3032, 335.6, 1.499, 0.035, 1.476
2314ML0123590010506237C00_DXXX,2314.5586, 337.9, 1.191, 0.037, 1.198
2316ML0123700010506269C00_DXXX,2316.6274, 339.0, 1.154, 0.036, 1.170
2317ML0123720010506275C00_DXXX,2317.3330, 339.4, 1.329, 0.035, 1.308
2333ML0124120010406484C00_DXXX,2333.5833, 348.2, 1.076, 0.037, 1.086
2334ML0124130010406489C00_DXXX,2334.3220, 348.6, 1.166, 0.035, 1.144
2347ML0124530010406659C00_DXXX,2347.6326, 355.6, 0.888, 0.036, 0.905
2348ML0124550010406698C00_DXXX,2348.3313, 356.0, 0.999, 0.035, 0.978
2348ML0124600010406893C00_DXXX,2348.6514, 356.2, 0.897, 0.036, 0.916
2350ML0124670010306978C00_DXXX,2350.5261, 357.1, 0.911, 0.751, 0.914
2350ML0124690010207145C00_DXXX,2350.6077, 357.2, 0.887, 0.036, 0.901
2353ML0124820010207193C00_DXXX,2353.4336, 358.6, 0.893, 0.037, 0.885
2353ML0124830010207198C00_DXXX,2353.6135, 358.7, 0.854, 0.036, 0.868
2355ML0124920010207373C00_DXXX,2355.3826, 359.6, 0.918, 0.036, 0.903
2355ML0124930010207378C00_DXXX,2355.7290, 359.8, 0.906, 0.035, 0.929
2355ML0124930030207379C00_DXXX,2355.7300, 359.8, 0.910, 0.035, 0.933
2355ML0124930050207380C00_DXXX,2355.7312, 359.8, 0.909, 0.035, 0.932
2355ML0124930070207381C00_DXXX,2355.7324, 359.8, 0.908, 0.035, 0.932
2355ML0124930090207382C00_DXXX,2355.7334, 359.8, 0.900, 0.035, 0.924
2355ML0124930110207383C00_DXXX,2355.7346, 359.8, 0.897, 0.035, 0.920
2355ML0124930130207384C00_DXXX,2355.7356, 359.8, 0.897, 0.035, 0.921
2358ML0125020010900077C00_DXXX,2358.3154,   1.1, 0.913, 0.035, 0.890
2359ML0125100010900274C00_DXXX,2359.6128,   1.8, 0.864, 0.036, 0.878
2359ML0125110010900276C00_DXXX,2359.6792,   1.8, 0.897, 0.035, 0.920
2360ML0125120010900278C00_DXXX,2360.2715,   2.1, 0.892, 0.035, 0.869
2362ML0125250010900331C00_DXXX,2362.4534,   3.3, 0.842, 0.037, 0.836
2363ML0125320010900353C00_DXXX,2363.6213,   3.8, 0.852, 0.036, 0.867
2365ML0125380010900430C00_DXXX,2365.3577,   4.7, 0.833, 0.036, 0.815
2368ML0125560010900472C00_DXXX,2368.4268,   6.3, 0.780, 0.036, 0.770
2371ML0125700010900674C00_DXXX,2371.3230,   7.7, 0.778, 0.035, 0.755
2371ML0125750010900755C00_DXXX,2371.5508,   7.8, 0.749, 0.036, 0.756
2374ML0125900010900946C00_DXXX,2374.5886,   9.4, 0.748, 0.036, 0.759
2374ML0125940010900952C00_DXXX,2374.6592,   9.4, 0.791, 0.036, 0.811
2376ML0126280010901088C00_DXXX,2376.4275,  10.3, 0.746, 0.036, 0.737
2386ML0126670010901155C00_DXXX,2386.3147,  15.1, 0.721, 0.035, 0.698
2386ML0126730010901165C00_DXXX,2386.6052,  15.3, 0.711, 0.036, 0.724
2387ML0126750010901204I01_DXXX,2387.4199,  15.7, 0.653, 0.038, 0.643
2389ML0126840010901208C00_DXXX,2389.5986,  16.8, 0.666, 0.036, 0.678
2390ML0126880010901373C00_DXXX,2390.7261,  17.3, 0.813, 0.035, 0.836
2390ML0126880030901374C00_DXXX,2390.7273,  17.3, 0.805, 0.035, 0.828
2390ML0126880050901375C00_DXXX,2390.7285,  17.3, 0.805, 0.035, 0.829
2390ML0126880070901376C00_DXXX,2390.7295,  17.3, 0.805, 0.035, 0.829
2390ML0126880090901377C00_DXXX,2390.7307,  17.3, 0.798, 0.035, 0.821
2390ML0126880110901378C00_DXXX,2390.7317,  17.3, 0.800, 0.035, 0.823
2390ML0126880130901379C00_DXXX,2390.7329,  17.3, 0.807, 0.035, 0.830
2390ML0126880150901380C00_DXXX,2390.7339,  17.3, 0.800, 0.035, 0.824
2390ML0126880170901381C00_DXXX,2390.7351,  17.3, 0.797, 0.035, 0.821
2392ML0126920010901385C00_DXXX,2392.3022,  18.1, 0.647, 0.035, 0.624
2393ML0126950010901394C00_DXXX,2393.6655,  18.7, 0.761, 0.035, 0.782
2399ML0127060010901469C00_DXXX,2399.6052,  21.6, 0.650, 0.036, 0.663
2400ML0127070010901474C00_DXXX,2400.2778,  21.9, 0.630, 0.035, 0.606
2400ML0127090010901479C00_DXXX,2400.5674,  22.1, 0.600, 0.036, 0.608
2403ML0127400010901500C00_DXXX,2403.6414,  23.5, 0.661, 0.036, 0.679
2405ML0127540010901543C00_DXXX,2405.5620,  24.5, 0.605, 0.036, 0.613
2406ML0127550010901548C00_DXXX,2406.3926,  24.9, 0.587, 0.036, 0.573
2408ML0127700010901608C00_DXXX,2408.6113,  25.9, 0.596, 0.036, 0.610
2411ML0127810010901721C00_DXXX,2411.5962,  27.3, 0.553, 0.036, 0.565
2413ML0127860010901798C00_DXXX,2413.3604,  28.2, 0.576, 0.036, 0.558
2413ML0127910010901824C00_DXXX,2413.6094,  28.3, 0.553, 0.036, 0.567
2416ML0128170010901901C00_DXXX,2416.6428,  29.7, 0.554, 0.036, 0.572
2418ML0128180010901903C00_DXXX,2418.3213,  30.5, 0.580, 0.035, 0.557
2418ML0128190010901908C00_DXXX,2418.5537,  30.6, 0.551, 0.036, 0.558
2421ML0128280010901925C00_DXXX,2421.2798,  31.9, 0.560, 0.035, 0.537
2421ML0128290010901930C00_DXXX,2421.6484,  32.1, 0.582, 0.036, 0.601
2426ML0128480010902068C00_DXXX,2426.2893,  34.2, 0.558, 0.035, 0.534
2426ML0128500010902107C00_DXXX,2426.6548,  34.4, 0.575, 0.036, 0.594
2429ML0128640010902284C00_DXXX,2429.7131,  35.8, 0.628, 0.035, 0.651
2430ML0128660010902287C00_DXXX,2430.5625,  36.2, 0.544, 0.036, 0.552
2432ML0128980010902291C00_DXXX,2432.4968,  37.1, 0.498, 0.036, 0.498
2432ML0128990010902368C00_DXXX,2432.6938,  37.2, 0.569, 0.035, 0.592
2433ML0129000010902370C00_DXXX,2433.3115,  37.5, 0.564, 0.035, 0.540
2434ML0129070010902501C00_DXXX,2434.7266,  38.2, 0.544, 0.035, 0.567
2434ML0129070030902502C00_DXXX,2434.7275,  38.2, 0.545, 0.035, 0.568
2434ML0129070050902503C00_DXXX,2434.7288,  38.2, 0.546, 0.035, 0.569
2434ML0129070070902504C00_DXXX,2434.7297,  38.2, 0.548, 0.035, 0.571
2434ML0129070090902505C00_DXXX,2434.7310,  38.2, 0.550, 0.035, 0.574
2434ML0129070110902506C00_DXXX,2434.7319,  38.2, 0.551, 0.035, 0.575
2434ML0129070130902507C00_DXXX,2434.7332,  38.2, 0.554, 0.035, 0.577
2434ML0129070150902508C00_DXXX,2434.7344,  38.2, 0.556, 0.035, 0.579
2434ML0129070170902509C00_DXXX,2434.7354,  38.2, 0.556, 0.035, 0.580
2434ML0129070190902510C00_DXXX,2434.7366,  38.2, 0.561, 0.035, 0.584
2436ML0129180010902604C00_DXXX,2436.5920,  39.0, 0.495, 0.036, 0.507
2437ML0129230010902622C00_DXXX,2437.5632,  39.5, 0.511, 0.036, 0.519
2438ML0129280010902656C00_DXXX,2438.5417,  39.9, 0.500, 0.036, 0.505
2440ML0129370010902675C00_DXXX,2440.3169,  40.8, 0.591, 0.035, 0.568
2441ML0129420010902832C00_DXXX,2441.5029,  41.3, 0.549, 0.036, 0.549
2447ML0129690010903060C00_DXXX,2447.3669,  44.0, 0.620, 0.036, 0.603
2447ML0129810010903133C00_DXXX,2447.6709,  44.1, 0.706, 0.035, 0.727
2450ML0129990010903283C00_DXXX,2450.5386,  45.4, 0.620, 0.036, 0.625
2452ML0130130010903297C00_DXXX,2452.5249,  46.4, 0.605, 0.036, 0.608
2453ML0130150010903303C00_DXXX,2453.3081,  46.7, 0.645, 0.035, 0.621
2455ML0130320010903478C00_DXXX,2455.5444,  47.7, 0.637, 0.036, 0.642
2458ML0130430010903539C00_DXXX,2458.6814,  49.2, 0.698, 0.035, 0.720
2460ML0130630010903619C00_DXXX,2460.2832,  49.9, 0.657, 0.035, 0.633
2464ML0130780010903706C00_DXXX,2464.5039,  51.8, 0.648, 0.036, 0.649
2465ML0130800010903712C00_DXXX,2465.7234,  52.4, 0.706, 0.035, 0.730
2465ML0130800030903713C00_DXXX,2465.7244,  52.4, 0.708, 0.035, 0.731
2465ML0130800050903714C00_DXXX,2465.7256,  52.4, 0.711, 0.035, 0.735
2465ML0130800070903715C00_DXXX,2465.7266,  52.4, 0.716, 0.035, 0.740
2465ML0130800090903716C00_DXXX,2465.7278,  52.4, 0.718, 0.035, 0.742
2465ML0130800110903717C00_DXXX,2465.7288,  52.4, 0.721, 0.035, 0.745
2465ML0130800130903718C00_DXXX,2465.7300,  52.4, 0.726, 0.035, 0.749
2465ML0130800150903719C00_DXXX,2465.7310,  52.4, 0.729, 0.035, 0.753
2465ML0130800170903720C00_DXXX,2465.7322,  52.4, 0.730, 0.035, 0.754
2465ML0130800190903721C00_DXXX,2465.7332,  52.4, 0.736, 0.035, 0.759
2466ML0130810010903724C00_DXXX,2466.5132,  52.7, 0.611, 0.036, 0.612
2467ML0130910010903841C00_DXXX,2467.6399,  53.2, 0.610, 0.036, 0.627
2468ML0130940010903848C00_DXXX,2468.4016,  53.6, 0.632, 0.036, 0.619
2470ML0131040010904022C00_DXXX,2470.5356,  54.5, 0.622, 0.036, 0.626
2474ML0131310010904172C00_DXXX,2474.3464,  56.3, 0.603, 0.035, 0.583
2474ML0131360010904244I01_DXXX,2474.6216,  56.4, 0.615, 0.037, 0.631
2476ML0131490010904321C00_DXXX,2476.6406,  57.3, 0.597, 0.036, 0.615
2479ML0131620010904393C00_DXXX,2479.6238,  58.6, 0.602, 0.036, 0.617
2481ML0131680010904568C00_DXXX,2481.3833,  59.4, 0.545, 0.036, 0.530
2481ML0131740010904658C00_DXXX,2481.5415,  59.5, 0.545, 0.036, 0.550
2483ML0131920010904689C00_DXXX,2483.5442,  60.4, 0.470, 0.037, 0.475
2485ML0132060010904765C00_DXXX,2485.5146,  61.3, 0.467, 0.037, 0.469
2488ML0132150010904919C00_DXXX,2488.3386,  62.6, 0.549, 0.035, 0.529
2492ML0132380010904941C00_DXXX,2492.5225,  64.4, 0.472, 0.037, 0.475
2493ML0132470010905072C00_DXXX,2493.3533,  64.8, 0.492, 0.036, 0.474
2498ML0132590010905095C00_DXXX,2498.6343,  67.2, 0.493, 0.036, 0.510
2501ML0132630010905105C00_DXXX,2501.4705,  68.5, 0.395, 0.037, 0.392
2501ML0132670020905111C00_DXXX,2501.7231,  68.6, 0.525, 0.035, 0.548
2501ML0132670040905112C00_DXXX,2501.7239,  68.6, 0.527, 0.035, 0.551
2501ML0132670060905113C00_DXXX,2501.7249,  68.6, 0.529, 0.035, 0.553
2501ML0132670080905114C00_DXXX,2501.7261,  68.6, 0.530, 0.035, 0.554
2501ML0132670100905115C00_DXXX,2501.7273,  68.6, 0.531, 0.035, 0.555
2501ML0132670120905116C00_DXXX,2501.7283,  68.6, 0.531, 0.035, 0.555
2501ML0132670140905117C00_DXXX,2501.7295,  68.6, 0.530, 0.035, 0.553
2501ML0132670160905118C00_DXXX,2501.7305,  68.6, 0.529, 0.035, 0.553
2501ML0132670180905119C00_DXXX,2501.7317,  68.6, 0.528, 0.035, 0.551
2501ML0132670200905120C00_DXXX,2501.7327,  68.6, 0.526, 0.035, 0.550
2501ML0132670220905121C00_DXXX,2501.7336,  68.6, 0.528, 0.035, 0.551
2504ML0132890010905129C00_DXXX,2504.4939,  69.8, 0.403, 0.037, 0.402
2504ML0132990010905157C00_DXXX,2504.6267,  69.9, 0.453, 0.036, 0.469
2523ML0133020010905187C00_DXXX,2523.4778,  78.3, 0.393, 0.037, 0.390
2523ML0133070010805194C00_DXXX,2523.6707,  78.4, 0.470, 0.035, 0.491
2525ML0133210010805272C00_DXXX,2525.4910,  79.2, 0.408, 0.037, 0.407
2528ML0133330010805319C00_DXXX,2528.5059,  80.6, 0.377, 0.037, 0.377
2529ML0133410010805331C00_DXXX,2529.6606,  81.1, 0.435, 0.036, 0.455
2532ML0133460010805375C00_DXXX,2532.4675,  82.4, 0.382, 0.037, 0.378
2534ML0133520010805395C00_DXXX,2534.5767,  83.3, 0.383, 0.036, 0.393
2535ML0133550010805400C00_DXXX,2535.7222,  83.8, 0.443, 0.035, 0.466
2535ML0133550030805401C00_DXXX,2535.7231,  83.8, 0.444, 0.035, 0.467
2535ML0133550050805402C00_DXXX,2535.7239,  83.8, 0.445, 0.035, 0.468
2535ML0133550070805403C00_DXXX,2535.7249,  83.8, 0.444, 0.035, 0.467
2535ML0133550090805404C00_DXXX,2535.7256,  83.8, 0.444, 0.035, 0.467
2535ML0133550110805405C00_DXXX,2535.7266,  83.8, 0.444, 0.035, 0.468
2535ML0133550130805406C00_DXXX,2535.7275,  83.8, 0.445, 0.035, 0.468
2535ML0133550150805407C00_DXXX,2535.7283,  83.8, 0.445, 0.035, 0.469
2535ML0133550170805408C00_DXXX,2535.7292,  83.8, 0.445, 0.035, 0.468
2535ML0133550190805409C00_DXXX,2535.7302,  83.8, 0.444, 0.035, 0.468
2535ML0133550210805410C00_DXXX,2535.7310,  83.8, 0.442, 0.035, 0.466
2535ML0133550230805411C00_DXXX,2535.7319,  83.8, 0.440, 0.035, 0.464
2539ML0133590010805415C00_DXXX,2539.5574,  85.6, 0.375, 0.036, 0.382
2541ML0133650010805436C00_DXXX,2541.3682,  86.4, 0.400, 0.036, 0.384
2541ML0133700010805447C00_DXXX,2541.5305,  86.5, 0.369, 0.037, 0.372
2544ML0133750010805457C00_DXXX,2544.4507,  87.8, 0.337, 0.037, 0.330
2548ML0133840010805463C00_DXXX,2548.3579,  89.5, 0.386, 0.036, 0.369
2550ML0134000010805472I01_DXXX,2550.4932,  90.5, 0.343, 0.039, 0.342
2554ML0134170010805509C00_DXXX,2554.4834,  92.3, 0.310, 0.037, 0.308
2555ML0134230030805528C00_DXXX,2555.3992,  92.7, 0.379, 0.036, 0.366
2559ML0134390010805601C00_DXXX,2559.5479,  94.6, 0.425, 0.036, 0.431
2561ML0134440010805754C00_DXXX,2561.4031,  95.5, 0.387, 0.036, 0.375
2561ML0134470010805761C00_DXXX,2561.5266,  95.5, 0.361, 0.037, 0.364
2562ML0134490010805767C00_DXXX,2562.4944,  96.0, 0.349, 0.037, 0.348
2565ML0134620010805798C00_DXXX,2565.2695,  97.2, 0.502, 0.035, 0.479
2565ML0134680010805822C00_DXXX,2565.6160,  97.4, 0.458, 0.036, 0.472
2569ML0134870010805915C00_DXXX,2569.6191,  99.2, 0.428, 0.036, 0.443
2569ML0134890010705985C00_DXXX,2569.7219,  99.3, 0.499, 0.035, 0.523
2569ML0134890030705986C00_DXXX,2569.7231,  99.3, 0.493, 0.035, 0.516
2569ML0134890050705987C00_DXXX,2569.7241,  99.3, 0.487, 0.035, 0.510
2569ML0134890070705988C00_DXXX,2569.7253,  99.3, 0.487, 0.035, 0.510
2569ML0134890090705989C00_DXXX,2569.7266,  99.3, 0.485, 0.035, 0.508
2569ML0134890110705990C00_DXXX,2569.7278,  99.3, 0.482, 0.035, 0.505
2569ML0134890130705991C00_DXXX,2569.7288,  99.3, 0.483, 0.035, 0.506
2569ML0134890150705992C00_DXXX,2569.7300,  99.3, 0.478, 0.035, 0.501
2569ML0134890170705993C00_DXXX,2569.7312,  99.3, 0.473, 0.035, 0.497
2569ML0134890190705994C00_DXXX,2569.7324,  99.3, 0.473, 0.035, 0.496
2571ML0135020010706050C00_DXXX,2571.5608, 100.1, 0.406, 0.036, 0.414
2575ML0135200010706099C00_DXXX,2575.3140, 101.9, 0.454, 0.035, 0.431
2575ML0135210010706104C00_DXXX,2575.5012, 101.9, 0.432, 0.036, 0.432
2578ML0135420010606248C00_DXXX,2578.6042, 103.4, 0.411, 0.036, 0.424
2580ML0135490010506490C00_DXXX,2580.5574, 104.3, 0.382, 0.036, 0.389
2582ML0135630010506520C00_DXXX,2582.2830, 105.1, 0.519, 0.035, 0.496
2582ML0135670010506553C00_DXXX,2582.4900, 105.2, 0.404, 0.036, 0.402
2585ML0135810010506676C00_DXXX,2585.4983, 106.6, 0.422, 0.036, 0.422
2586ML0135920010506725C00_DXXX,2586.6924, 107.1, 0.461, 0.035, 0.484
2588ML0135990010506807C00_DXXX,2588.5894, 108.0, 0.390, 0.036, 0.401
2589ML0136010010506810C00_DXXX,2589.2957, 108.3, 0.430, 0.035, 0.407
2589ML0136070020506842C00_DXXX,2589.7227, 108.5, 0.471, 0.035, 0.494
2589ML0136070040506843C00_DXXX,2589.7244, 108.5, 0.471, 0.035, 0.494
2589ML0136070060506844C00_DXXX,2589.7261, 108.5, 0.467, 0.035, 0.490
2589ML0136070080506845C00_DXXX,2589.7280, 108.5, 0.467, 0.035, 0.490
2589ML0136070100506846C00_DXXX,2589.7297, 108.5, 0.461, 0.035, 0.485
2589ML0136070120506847C00_DXXX,2589.7314, 108.5, 0.462, 0.035, 0.485
2589ML0136070140506848C00_DXXX,2589.7332, 108.5, 0.455, 0.035, 0.479
2592ML0136290010406929C00_DXXX,2592.5051, 109.9, 0.376, 0.036, 0.376
2593ML0136380010406961C00_DXXX,2593.6064, 110.4, 0.412, 0.036, 0.425
2601ML0136630010207577C00_DXXX,2601.2971, 114.0, 0.431, 0.035, 0.408
2601ML0136640010207582C00_DXXX,2601.5120, 114.1, 0.360, 0.036, 0.361
2601ML0136730010207901C00_DXXX,2601.7249, 114.2, 0.454, 0.035, 0.477
2601ML0136730030207902C00_DXXX,2601.7266, 114.2, 0.453, 0.035, 0.476
2601ML0136730050207903C00_DXXX,2601.7283, 114.2, 0.450, 0.035, 0.473
2601ML0136730070207904C00_DXXX,2601.7300, 114.2, 0.444, 0.035, 0.468
2601ML0136730090207905C00_DXXX,2601.7319, 114.2, 0.444, 0.035, 0.468
2601ML0136730110207906C00_DXXX,2601.7336, 114.2, 0.435, 0.035, 0.459
2607ML0136940010208416C00_DXXX,2607.5234, 116.9, 0.342, 0.036, 0.345
2609ML0137020011000002C00_DXXX,2609.4932, 117.9, 0.351, 0.036, 0.350
2610ML0137190011000146C00_DXXX,2610.3096, 118.3, 0.387, 0.035, 0.363
2610ML0137200011000151C00_DXXX,2610.6594, 118.4, 0.355, 0.035, 0.375
2612ML0137310011000295C00_DXXX,2612.5769, 119.4, 0.322, 0.036, 0.332
2612ML0137320011000300C00_DXXX,2612.7239, 119.4, 0.398, 0.035, 0.422
2612ML0137320031000301C00_DXXX,2612.7263, 119.4, 0.396, 0.035, 0.420
2612ML0137320051000302C00_DXXX,2612.7280, 119.4, 0.390, 0.035, 0.413
2612ML0137320071000303C00_DXXX,2612.7297, 119.4, 0.390, 0.035, 0.414
2612ML0137320091000304C00_DXXX,2612.7314, 119.4, 0.388, 0.035, 0.412
2612ML0137320111000305C00_DXXX,2612.7332, 119.4, 0.383, 0.035, 0.406
2617ML0137490011000474C00_DXXX,2617.3411, 121.6, 0.344, 0.035, 0.324
2617ML0137520011000612C00_DXXX,2617.5564, 121.8, 0.292, 0.036, 0.299
2620ML0137620011000659C00_DXXX,2620.5295, 123.2, 0.298, 0.036, 0.302
2620ML0137680011000685C00_DXXX,2620.7239, 123.3, 0.368, 0.035, 0.392
2620ML0137680031000686C00_DXXX,2620.7251, 123.3, 0.370, 0.035, 0.394
2620ML0137680051000687C00_DXXX,2620.7263, 123.3, 0.374, 0.035, 0.397
2620ML0137680071000688C00_DXXX,2620.7273, 123.3, 0.371, 0.035, 0.395
2620ML0137680091000689C00_DXXX,2620.7285, 123.3, 0.377, 0.035, 0.400
2620ML0137680111000690C00_DXXX,2620.7297, 123.3, 0.381, 0.035, 0.404
2620ML0137680131000691C00_DXXX,2620.7310, 123.3, 0.377, 0.035, 0.401
2620ML0137680151000692C00_DXXX,2620.7319, 123.3, 0.375, 0.035, 0.398
2620ML0137680171000693C00_DXXX,2620.7332, 123.3, 0.367, 0.035, 0.391
2620ML0137680191000694C00_DXXX,2620.7344, 123.3, 0.368, 0.035, 0.391
2626ML0137700011000698C00_DXXX,2626.4829, 126.1, 0.356, 0.036, 0.354
2632ML0137850011000718C00_DXXX,2632.4502, 129.0, 0.328, 0.036, 0.322
2633ML0137920011000909C00_DXXX,2633.2703, 129.4, 0.383, 0.035, 0.360
2635ML0138010011000989C00_DXXX,2635.6895, 130.6, 0.360, 0.035, 0.384
2637ML0138100011001028C00_DXXX,2637.2788, 131.4, 0.307, 0.035, 0.283
2640ML0138190011001129C00_DXXX,2640.4690, 133.0, 0.302, 0.036, 0.298
2641ML0138310011001169C00_DXXX,2641.7239, 133.6, 0.403, 0.035, 0.427
2641ML0138310031001170C00_DXXX,2641.7251, 133.6, 0.396, 0.035, 0.420
2641ML0138310051001171C00_DXXX,2641.7263, 133.6, 0.391, 0.035, 0.415
2641ML0138310071001172C00_DXXX,2641.7275, 133.6, 0.385, 0.035, 0.408
2641ML0138310091001173C00_DXXX,2641.7288, 133.6, 0.384, 0.035, 0.408
2641ML0138310111001174C00_DXXX,2641.7297, 133.6, 0.383, 0.035, 0.407
2641ML0138310131001175C00_DXXX,2641.7310, 133.6, 0.370, 0.035, 0.393
2641ML0138310151001176C00_DXXX,2641.7322, 133.6, 0.364, 0.035, 0.387
2641ML0138310171001177C00_DXXX,2641.7334, 133.6, 0.358, 0.035, 0.382
2641ML0138310191001178C00_DXXX,2641.7344, 133.6, 0.355, 0.035, 0.379
2642ML0138360011001194C00_DXXX,2642.6694, 134.1, 0.298, 0.035, 0.319
2643ML0138410011001286C00_DXXX,2643.5068, 134.5, 0.318, 0.036, 0.319
2644ML0138470011001319C00_DXXX,2644.3655, 134.9, 0.282, 0.036, 0.265
2646ML0138560011001418C00_DXXX,2646.6899, 136.1, 0.363, 0.035, 0.386
2654ML0138730011001456C00_DXXX,2654.3630, 140.0, 0.430, 0.036, 0.413
2655ML0138900011001569C00_DXXX,2655.5095, 140.6, 0.515, 0.036, 0.516
2657ML0139010011001575C00_DXXX,2657.3862, 141.5, 0.458, 0.036, 0.444
2657ML0139120011001771C00_DXXX,2657.7273, 141.7, 0.695, 0.035, 0.719
2657ML0139120031001772C00_DXXX,2657.7283, 141.7, 0.685, 0.035, 0.708
2657ML0139120051001773C00_DXXX,2657.7295, 141.7, 0.681, 0.035, 0.704
2657ML0139120071001774C00_DXXX,2657.7307, 141.7, 0.676, 0.035, 0.699
2657ML0139120091001775C00_DXXX,2657.7319, 141.7, 0.656, 0.035, 0.679
2657ML0139120111001776C00_DXXX,2657.7329, 141.7, 0.664, 0.035, 0.688
2657ML0139120131001777C00_DXXX,2657.7341, 141.7, 0.655, 0.035, 0.679
2657ML0139120151001778C00_DXXX,2657.7354, 141.7, 0.650, 0.035, 0.674
2657ML0139120171001779C00_DXXX,2657.7366, 141.7, 0.629, 0.035, 0.652
2659ML0139210011001972C00_DXXX,2659.5354, 142.6, 0.529, 0.036, 0.533
2661ML0139370011002038C00_DXXX,2661.3015, 143.5, 0.542, 0.035, 0.518
2663ML0139630011002173C00_DXXX,2663.5493, 144.7, 0.609, 0.036, 0.615
2665ML0139700011002253C00_DXXX,2665.2988, 145.6, 0.863, 0.035, 0.839
2666ML0139810011002291C00_DXXX,2666.4709, 146.2, 0.602, 0.036, 0.599
2667ML0139900011002326C00_DXXX,2667.5574, 146.8, 0.544, 0.036, 0.551
2670ML0140010011002340C00_DXXX,2670.4690, 148.3, 0.655, 0.036, 0.651
2674ML0140150011002619C00_DXXX,2674.7290, 150.5, 0.736, 0.035, 0.760
2674ML0140150031002620C00_DXXX,2674.7302, 150.5, 0.736, 0.035, 0.760
2674ML0140150051002621C00_DXXX,2674.7314, 150.5, 0.731, 0.035, 0.755
2674ML0140150071002622C00_DXXX,2674.7324, 150.5, 0.726, 0.035, 0.750
